Probe	1	3	5	7	9	11	13	15	17	19	21	23	25	27
21	2.55026245725177	0.879603247043576	0.690759332603436	1.44314235971335	0.578181901243674	0.82837890437234	0.172471568354112	2.00778936253076	1.33648007333964	1.69757596066105	2.37469086374308	0.482127854920543	0.962237776161113	1.07874740918298
22	1.33261293718826	0.545022832442951	0.904037406150031	2.06236417398615	0.332328074161252	0.328629817797428	2.33051371189609	1.12817763797593	2.12713440043637	0.721348651463018	0.599557248208143	1.66608819250526	0.942908758631887	1.91187300174745
23	0.859285735293412	1.67277421122354	1.23017558240857	0.424450475231506	3.01498434139303	2.87945322563155	0.371847277632126	0.891052549770678	0.525605858186023	1.46544150270903	1.55231110777287	0.686530910939336	0.988088898575287	0.486554662577988
24	1.23532465461653	1.17709840880992	1.35144249564219	1.15134689994418	0.214856298107852	0.338013248494311	0.689365609457128	0.869460910503943	1.48608765423905	1.30786485454934	1.73724759369657	2.01308755101504	1.54605248771211	0.958320526266496
25	0.846885602894841	0.74965475952695	0.583566454398694	0.955122119471422	5.29817586950751	3.08435822782716	1.90009924511688	1.2266711556311	0.579114992408948	0.766260533979102	0.613046151921659	0.489789453136457	0.65389108795713	0.85653534440436
26	0.577004134334942	0.507952710434168	0.532492760010222	1.7831989165132	3.02931250877176	1.80044068870558	3.08793581226404	1.61609835587001	1.15896441034137	0.59253440594427	0.46139397156926	0.619657667937181	0.571368501038155	1.07839076145161
27	1.70335415858057	2.15069414277004	1.83998296994683	0.614636713266555	0.41202746233782	0.488573754470104	0.30074609068376	0.64670066200427	0.767566190403372	1.73487998783837	2.09000041078414	1.46327302396094	1.75047342171641	0.89992520985269
28	0.88349482309497	2.29122315557895	0.291235335657176	0.731108222938739	0.60918756418064	0.62232731123462	0.761563565026766	0.735403560810864	0.664947503055223	1.47552647082668	0.968088182471225	1.24100670723109	1.85002790581579	4.1508994489481
29	1.15952657222724	0.47941035729759	2.24898427389647	1.79583044511152	1.44045840679616	1.67451246443669	1.49084249534611	1.15171754739671	1.24058899404321	0.595562616687604	1.11768632587796	1.95816987089893	0.333944312112966	0.199156081700524
30	3.04826099300129	2.11987795740402	1.45998464608521	1.16487222663854	1.17053519822675	0.327503768256195	0.644328769970558	0.452792471238458	0.432465863140491	0.668149604305157	0.699763223148719	1.07211040784768	1.33530182403475	2.81065342933938
31	0.293799581177241	0.641582766511556	0.664007121353096	0.924080631009863	0.788060866966521	3.79472673995973	2.12029333442803	1.51837975915207	2.05618027867315	1.20985440606058	1.37829465040125	0.697039619595028	0.62368153296397	0.369240798811911
32	1.13048391913163	3.27486496701994	0.878205490650763	1.94120146917513	4.17637205030625	0.295493904209952	0.910325252710449	1.10121012751536	0.677251594103607	0.532724392295142	0.594683856232288	0.737937747282121	0.879306044311417	0.878490962626105
33	1.47978439977221	0.885718974638166	1.13876849765466	0.543148745465426	0.182249443244645	0.822926265938971	0.344716691464465	1.45242560479494	1.3805295072967	2.09066731475473	2.31972127951571	1.67490373733531	1.62367225358009	0.902221946768206
34	0.59723533229235	0.416942878647737	0.457379482840656	1.44775723182627	1.10508751516758	2.11062317964438	4.99075856595226	1.46388932290475	2.14522097919644	0.789918733854797	0.549748663965533	0.881206603429644	0.450618521842459	0.962094942139435
35	1.82383247979667	1.76163533508819	1.94126091065853	0.704034417358189	0.56907709125395	0.656720661902221	0.245471249214569	0.499357361186875	0.393494003181328	2.36060031409489	1.80077590180618	1.27135854108905	2.02859961792832	1.15231903384759
36	0.396528931176018	1.8849662598873	3.15609012812381	2.71520446079143	0.764335821093502	0.325653441204577	1.58626923034995	0.536901773984709	0.574984900392528	1.50788830091937	0.819692846563526	0.515391931798705	1.5680688954469	1.23338032726602
37	0.11749938536163	1.1108509718622	0.661529033946365	0.786996252743211	1.12008902954612	1.41979984627976	1.23922751489804	1.37815088841049	1.18029160658765	1.42832647034655	1.18406989302535	0.803851498529252	1.67513348710385	1.84155856192878
38	1.55177560217836	2.01342191494963	2.35217696821495	1.88696914058186	1.38626898638042	0.74189698862656	0.340214925661382	0.386058607235749	0.383394395265497	0.657224490997691	0.940604260427297	1.00547156771823	1.38974419816667	1.5410615194841
39	0.631418616347815	0.485485956811503	0.419202079683141	0.579417356351697	0.608743551633047	1.34288200696671	2.99811148270226	2.40914997210179	2.655864911329	1.43674051245438	1.18282885011319	1.01226931236402	0.747672002250337	0.594724705284606
40	0.679649194575864	0.319183440199105	0.605918957607355	1.30548142894276	3.44681254580254	4.89193974221885	0.964874596225169	1.44380097303093	0.653182589013349	1.27511494965922	0.714077537493408	0.555135092938192	0.780502663215582	0.962742749104779
41	1.23683830313351	0.372634506174789	0.32968460396993	0.447774823420444	1.10100107852691	1.64659633919117	2.56935318040713	3.2958347110736	2.40690412719112	1.10100107852691	0.757372263606261	0.763580841378554	0.568318735922301	1.09920480720854
