ProbeName	ZT23a	ZT01a	ZT03a	ZT05a	ZT07a	ZT09a	ZT11a	ZT13a	ZT15a	ZT17a	ZT19a	ZT21a	ZT23b	ZT01b
GS1_SS_00033_11874	0.0957	0.016625	-0.082	-0.34	0.5715	0.363	0.1455	0.416	-0.0818	0.0685	-0.04965	-0.31	-0.2037	-0.1695
GS1_SS_00034_11858	-0.104	0.3044	-0.486	-0.0824	0.3685	0.4025	-0.0653	-0.1695	-0.203	-0.091	-0.19985	-0.272	-0.1868	-0.0853
GS1_SS_00037_14514	-0.00515	-0.123	-0.3112	-0.2041	0.653	0.394	-0.006505	0.1745	-0.1225	-0.0278	-0.0245	-0.008	-0.076685	-0.1821
GS1_SS_00038_20270	-0.29	0.0942	0.0085	-0.0993	0.3625	0.23	0.2645	-0.14275	-0.0832	-0.038	-0.1133	-0.031	0.02575	0.0175
GS1_SS_00039_13324	-0.128	0.0582	-0.0485	0.391	-0.436	-0.977	-0.11756	-0.24235	0.1936	-0.0225	-0.041	0.117	0.1555	0.3651
GS1_SS_00040_10111	-0.123	0.05	0.0201	0.2652	-0.025	-0.3305	-0.1136	-0.194	0.18832	-0.05595	-0.014	0.129	0.03	0.21975
GS1_SS_00041_12635	0.0342	-0.011685	0.257	0.1515	-0.0566	-0.1214	-0.3385	-0.154	-0.19255	-0.0529	-0.01455	0.00275	-0.010825	0.012
GS1_SS_00042_09899	0.199	0.583	0.5175	-0.4385	-0.7205	-0.2665	-0.2895	-0.793	-0.176	-0.0365	-0.0575	0.1885	0.434	0.257
GS1_SS_00045_14409	-0.344	-0.3545	-0.4255	-0.624	0.0867	0.657	0.614	0.274	-0.259	0.055	0.0059	-0.2045	-0.1597	-0.4165
GS1_SS_00048_16360	-0.329	-0.2065	-0.282	0.3125	0.1183	0.449	0.5435	0.0485	0.20835	-0.212	-0.1875	-0.10965	-0.2509	-0.1015
GS1_SS_00050_15319	0.161	0.08765	0.0931	0.1136	-0.292	-0.4845	-0.1775	-0.0674	0.119	0.00055	0.0319	0.0444	0.024295	0.13125
GS1_SS_00051_20570	0.163	-0.251	0.771	-0.076	-1.155	-1.4435	-0.1975	-0.1675	0.08425	-0.3395	-0.1547	0.256	0.4075	0.08925
GS1_SS_00054_14737	0.0119	-0.03845	0.209	-0.018495	-0.03165	0.2905	0.09145	0.03905	0.2085	0.037	0.18365	0.20945	0.1275	-0.0241
GS1_SS_00061_18971	-0.479	0.415	-0.3971285	0.3855	0.1744	0.2545	-0.1245	-0.116	-0.33035	-0.17165	-0.1418	0.0571	0.1045	-0.109
GS1_SS_00064_19601	-0.0196	-0.123	0.4083	-0.661	0.052	0.32215	-0.569	-0.0261	-0.09695	0.3925	0.33525	-0.515	0.0902	-0.45
GS1_SS_00069_01155	0.215	0.1657	-0.133	-0.611	0.126	0.429	-0.2285	-0.0435	-0.199	0.20265	0.0485	-0.112	-0.1439	-0.0455
GS1_SS_00070_12058	-0.271	0.1286	0.388	0.237	0.07	0.3065	0.229	-0.03265	0.1861	-0.03195	0.04615	0.118	-0.2675	-0.13
GS1_SS_00075_12059	-0.194	-0.254	0.67	1.71	1.04	-0.417	-0.8755	-2.42	-2.23	-2.575	-2.43	-1.325	-0.8225	1.196
GS1_SS_00079_10928	-0.107	0.0903	0.2324	0.138	0.08225	0.1815	0.3005	-0.162	0.14255	0.0871	0.1	0.1178	-0.0157	-0.0885
GS1_SS_00082_06509	-0.0238	0.079	0.2505	0.135	-0.5675	-0.3775	-0.12507	-0.014	0.0915	0.05695	0.025	0.191	0.0742	0.0306
GS1_SS_00083_12679	0.317	0.0585	0.07325	-0.301	-0.321	-0.1925	-0.547	-0.142	-0.2055	0.1898	0.110137	0.0355	0.199	0.2035
GS1_SS_00084_18450	0.368	0.2115	0.3145	0.1715	-0.5665	-0.764	-0.575	-0.3595	-0.1665	-0.09915	0.144	0.2325	0.2045	0.1619
GS1_SS_00089_09220	-0.0121	0.02	-0.05005	-0.1325	-0.1414	0.08015	-0.161	0.0239	-0.00896	0.1205	0.1385	0.0025	0.014875	-0.0867
GS1_SS_00090_17329	-0.00221	-0.1926	-0.26	-0.1725	-0.338	0.317	0.545	0.605	0.434	0.09945	0.05425	-0.1411	-0.21	-0.159
GS1_SS_00091_09993	0.427	-0.3208	0.062	0.537	-0.17275	-0.2631	0.011	-0.291	-0.217	-0.4135	-0.19	0.12395	-0.1985	0.5295
GS1_SS_00094_20065	0.197	0.18525	0.1855	-0.16551	-0.3645	-0.29195	-0.5275	-0.088	-0.2408	0.1235	0.16675	-0.0012	0.0915	0.0205
GS1_SS_00096_09570	-0.93	-1.405	-1.47	-0.27555	0.227	1.0335	1.105	0.9015	0.5065	0.1315	-0.41525	-0.625	-0.8265	-0.6165
GS1_SS_00097_00551	-0.625	-0.3347	0.3045	0.17955	-0.48085	0.38	0.8215	0.10537	0.289	-0.0793	-0.2015	-0.36585	-0.5705	-0.0529
GS1_SS_00098_00659	0.314	-0.2105	0.1577	0.333125	0.2995	0.2855	0.032	0.789	0.7345	-0.142	0.195	0.4945	-0.126	0.0465
GS1_SS_00099_21780	-0.71	-0.978	-0.8365	-1.033	1.2835	1.1005	0.613	0.9845	-0.6295	-0.7435	-0.8535	-1.0505	-0.873	-0.9295
GS1_SS_00101_20807	-0.124	-0.007	-0.1425	0.2015	0.05835	0.253425	0.30005	-0.0615	0.251	-0.0415	0.007	-0.0516	-0.1305	-0.05605
GS1_SS_00102_14702	-0.258	-0.388	-0.5025	-0.10225	0.0271	0.5255	0.5085	0.482	0.244	0.00255	-0.04915	-0.2585	-0.3805	-0.278
GS1_SS_00107_06987	-0.415	0.199	0.0816	0.4225	0.1025	0.5005	0.398	0.13	0.567	-0.099	0.104	0.2685	-0.0215	-0.291
GS1_SS_00110_07817	-0.154	-0.583	0.1615	0.5575	-0.8	-0.711	0.409	0.0645	0.15245	-0.487	-0.7735	0.147	0.0725	0.39475
GS1_SS_00111_14214	0.0851	0.0208	0.1075	-0.0856	-0.0325	0.2025	0.0563	-0.09315	0.2332	0.11505	0.13145	0.0925	0.18395	-0.014
GS1_SS_00114_09277	-0.153	-0.203	0.1008	0.2031	-0.6965	-0.509	0.0335	0.0615	0.1275	0.083	0.1008	0.128	0.0125	0.221025
GS1_SS_00118_18846	-0.151	-0.316	-0.565	-0.192	0.439	0.781	0.31259	0.36925	-0.18855	-0.1015	-0.353	-0.2445	-0.367	0.0025
GS1_SS_00121_19999	-0.18	-0.0145	0.0743	-0.029	-0.1575	0.046	-0.081275	-0.1855	-0.00985	0.0401	0.08	0.1138	0.1247865	-0.03045
GS1_SS_00125_11304	-0.298	-0.15	-0.0005	-0.0501	0.21805	-0.04305	0.001	0.175175	0.0455	0.02585	-0.123	0.2604	-0.135	-0.055
GS1_SS_00132_17860	-0.321	-0.2325	-0.3955	-0.1437	0.169	0.8375	0.5115	0.329	0.1795	0.0211	0.07275	-0.1485	-0.1798	-0.2785
GS1_SS_00133_18900	0.362	0.16215	0.013	0.176	-0.556	-0.728	-0.311	-0.0405	0.19365	0.0255	0.1369	0.255	0.14885	0.159
GS1_SS_00136_07237	0.0488	0.1525	0.1905	0.553	0.8135	0.548	0.0834	-0.0075	-0.0785	-0.1619	-0.0435	-0.2569	-0.22795	-0.128
GS1_SS_00138_18549	0.169	0.1755	0.1265	0.11575	0.14365	0.019	-0.0746	-0.148	-0.1805	-0.21465	-0.09865	0.0961	0.10195	0.1315
GS1_SS_00141_15755	-0.301	-0.4785	-0.086	0.0872	-0.2265	0.09475	0.3015	0.05795	0.2435	0.13521	-0.04355	0.14105	0.05335	-0.0362
GS1_SS_00142_20039	-0.436	-0.4445	-0.528	-0.0413	0.815	0.8085	0.323	-0.08825	0.0061	0.03465	0.0273	-0.2305	-0.18445	-0.2148
GS1_SS_00150_11144	-0.658	-0.00355	0.25965	-0.344	-0.549	0.7485	0.792	1.1435	0.5372	0.115	-0.4075	0.4815	-0.422	-0.497
GS1_SS_00151_20551	0.229	0.0305	0.1153	-0.124	0.724	0.17745	-0.4795	0.434	-0.4405	-0.135	0.1905	-0.0615	-0.5095	0.1751
GS1_SS_00153_20534	-0.178	0.124195	0.09095	0.424	-0.21215	-0.286	-0.01405	-0.207	0.03394	-0.2365	0.0574	0.225	0.10665	0.019
GS1_SS_00154_16809	0.392	0.0772	-0.05305	-0.2755	-0.4495	-0.417	0.07465	0.13285	0.3835	0.10865	0.11115	0.15075	0.00035	0.07105
GS1_SS_00155_19594	0.229	0.01105	0.6235	0.7045	-0.844	-0.5745	0.1775	-0.0895	0.05295	-0.022	-0.0755	0.50558	-0.035	0.0045
GS1_SS_00156_19233	0.867	0.0455	0.39	0.214015	-0.3155	-0.722	0.0789	-0.0662	-0.042	-0.0258	0.2885	0.0064	-0.04495	0.2965
GS1_SS_00158_13733	-0.169	0.023	0.06365	-0.17772	-0.24865	0.1855	-0.2485	-0.1279	0.036	0.413	0.3945	0.157	0.1612	-0.17975
GS1_SS_00161_20790	0.278	0.16975	0.106	-0.1743	0.2244	0.31	0.057085	0.13765	-0.0505	0.017	-0.0055	-0.1683	-0.047	-0.0815
GS1_SS_00166_14818	0.745	0.3265	0.7075	-0.0044	0.019	-0.2805	-0.5035	-0.758	0.028	0.2285	0.235	0.252	0.245	0.2422
GS1_SS_00167_19962	0.446	-0.05855	-0.201	-0.6095	0.509	0.593	0.486	0.128	-0.487	-0.4085	-0.402	-0.4355	-0.2485	0.1405
GS1_SS_00169_15159	0.378	0.729	-0.17565	-0.9655	-0.4415	0.025	-0.8695	-0.3445	-0.315	0.547	0.4255	0.0375	0.4688	-0.32
GS1_SS_00173_02848	0.259	0.4725	0.0025	-0.01065	0.1867	-0.045	-0.007	-0.435	0.095	0.058	-0.0775	0.427	0.3455	0.0865
GS1_SS_00174_21558	-0.336	-0.0955	-0.544	-0.5485	0.2867	0.6865	-0.05	0.071	-0.19	0.4755	0.425	0.349	0.10205	-0.232
GS1_SS_00176_04703	0.214	-0.1117	-0.037	0.189	-0.119	-0.10745	0.0325	0.303	0.05645	0.0674	0.006785	-0.0255	-0.0407	0.3355
GS1_SS_00179_05530	0.191	0.1345	0.083885	-0.0959	-0.1683	0.03635	-0.0771	-0.1855	0.091	-0.014	0.1803	0.0645	0.1266	0.004
GS1_SS_00180_12338	0.0884	0.06845	0.1003	0.03665	-0.264	0.0449	-0.1865	-0.0426	0.11435	0.2015	0.23275	0.1429	0.06585	-0.01656
GS1_SS_00183_03382	-1.81	-1.67	-1.55	-0.0725	1.565	1.1735	0.6545	0.0488	-0.361	-0.476	-1.024	-1.125	-1.31	-0.8
GS1_SS_00187_09901	0.0318	0.1445	0.1555	0.216	-0.3275	-0.2185	-0.1178	-0.2099	0.0347	-0.141	0.01985	-0.03081	0.10735	0.1311
GS1_SS_00188_11083	0.0235	0.5135	0.148	-0.1263	-0.453	-0.52	0.0605	-0.31705	-0.19945	-0.13597385	-0.216	0.2725	0.0445	0.4585
GS1_SS_00196_04639	0.0753	-0.1965	-0.223	-0.6665	-0.32	-0.7655	0.0703	0.2335	-0.07575	0.863	0.3179	0.05	0.234	-0.326
GS1_SS_00200_10056	0.0779	0.3775	-0.1515	0.011	0.0242	0.1443	-0.2285	-0.2205	-0.325	-0.032	-0.019	-0.0535	0.13335	0.3555
GS1_SS_00203_15232	-1.57	-1.12	-1.845	-0.572	0.395	0.879	1.075	1.407	0.537	0.2178	-1.205	-1.875	-2.085	-0.2565
GS1_SS_00204_10283	0.433	0.594	0.442	0.467	0.665	0.17825	-0.4885	-0.365	-0.175	0.0675	0.362	0.024	0.3335	0.2095
GS1_SS_00207_07950	-0.0787	-0.09745	-0.021385	0.05031	-0.0135	-0.1915	0.2255	0.2365	0.21735	-0.178	-0.17125	0.048	0.1265	0.2448
GS1_SS_00208_12181	0.174	0.1117	0.13893	0.073225	-0.328	-0.278	-0.20275	-0.2085	-0.01385	0.1208	0.0795	0.0276	0.08385	-0.02468
GS1_SS_00209_06867	-0.0771	-0.1795	-0.0658	-0.0975	0.691	0.3005	-0.137	0.416	-0.3015	-0.025	0.02795	-0.3125	-0.392	-0.372
GS1_SS_00219_04018	0.0203	0.3025	0.008295	0.082	0.5615	-0.7005	0.16895	-0.0311	-0.1037	-0.597	-0.426	0.0515	0.1629	0.3584
GS1_SS_00220_03417	-0.0136	0.03975	0.0205	-0.178	-0.12085	-0.00915	-0.00755	-0.00965	0.034	0.0347	0.01795	0.108	0.09285	0.007
GS1_SS_00224_02692	0.0445	0.2314	0.1375	0.0275	-0.08805	-0.207	-0.11395	-0.0922	0.064615	0.1002	0.183	0.159	0.02475	-0.1524
GS1_SS_00227_14356	-0.158	0.124555	-0.632	0.103205	0.07765	1.015	0.4045	-0.53	0.20795	-0.09645	-0.30875	-0.376	0.3914	0.072
GS1_SS_00233_20834	-0.0163	0.504	-0.092	0.211	0.103	0.364	-0.176	-0.0273	-0.18	0.5445	0.1691	-0.1435	-0.1645	-0.4695
GS1_SS_00236_09118	-0.33	-0.746	-0.6135	0.002	0.5025	0.3451	0.2096	0.578	0.2928	0.31545	0.162	-0.167	-0.31985	-0.2107
GS1_SS_00237_02343	0.199	0.08545	-0.0859	0.13145	0.471	-0.141395	0.03045	0.2375	0.234	0.0595143	-0.084	-0.0339	-0.0185	0.283
GS1_SS_00238_12178	-0.0816	-0.0933	-0.23595	-0.383	0.13165	0.23	0.22675	0.2363	0.0105	0.0625	-0.075	0.086	-0.10275	-0.00265
GS1_SS_00240_19339	0.104	0.15	0.3455	0.241	-0.15	-0.347	-0.3645	-0.2505	-0.199	-0.102405	0.03435	0.0892	0.10575	0.16345
GS1_SS_00241_19560	0.0971	0.10785	0.15825	0.0984	-0.038	-0.17435	-0.09395	-0.1394	-0.06705	0.06525	-0.0185	0.2285	0.10105	0.1016
GS1_SS_00243_02760	-0.0372	0.031345	0.031195	0.105	0.191	0.293	0.1041	0.14585	-0.10315	0.12605	0.087	-0.15035	-0.1188275	-0.12695
GS1_SS_00246_05672	0.324	0.2675	0.349675	0.0674	-0.05052	-0.2345	-0.4845	-0.1291	-0.0895	0.0907	0.07035	0.15735	0.0863	0.09345
GS1_SS_00247_17909	-0.381	-1.27	-0.533	0.381	-1.21635	-1.631	0.4065	0.1975	0.654	-0.298	-1.337	0.185	-0.592	0.3955
GS1_SS_00248_20496	0.131	-0.13735	0.0235	-0.109605	0.3905	0.15995	0.1387	0.141	-0.4409	-0.3549	-0.3594	-0.0995	-0.0533	0.422
GS1_SS_00249_14079	0.397	0.15115	0.1525	-0.7265	0.3054	0.34645	-0.688	0.0135	-0.438	0.2215	0.15495	-0.3655	-0.002	-0.3465
GS1_SS_00251_00031	0.182	-0.256	-0.13545	-0.007	-0.177	0.215	0.432	0.255	0.2495	0.035	-0.142	0.01535	-0.0505	0.1355
GS1_SS_00252_08835	0.58	0.2512	0.2988	0.4521	-0.3535	-0.987	-0.0911	-0.22545	-0.116	-0.2385	-0.2331	0.1805	-0.069755	0.445
GS1_SS_00253_08795	0.34	0.2265	-0.22055	-0.6685	-0.2315	0.006	-0.604	-0.33665	-0.48	0.6875	0.5875	-0.315	0.23655	-0.975
GS1_SS_00254_17418	-0.444	-0.785	-0.546	-0.062	-0.43	0.2595	0.7865	0.323	0.358	-0.1468	-0.18455	0.029	-0.112	0.11605
GS1_SS_00256_13873	-0.115	0.2045	0.0727	0.16	0.10495	0.25085	0.1315	0.07415	-0.00945	0.058	0.15245	-0.12075	-0.14555	-0.1984955
GS1_SS_00260_20342	-0.0816	-0.0323	-1.2905	-0.431	0.053	0.08545	0.08775	-0.06805	-0.092768	0.008	-0.28195	-0.093	-0.249	0.1779
GS1_SS_00263_21153	0.302	0.3545	0.351	-0.033825	-0.284	-0.2915	-0.339	-0.1381	-0.02915	0.02635	0.203	0.0575	0.14835	0.0265
GS1_SS_00267_06013	0.392	0.0715	-0.0735	-0.6639	0.35995	0.175965	-0.613	0	-0.265	0.189	0.20995	-0.0685	0.0155	-0.3765
GS1_SS_00268_14291	0.573	0.2095	0.0905	-0.1053	-0.0445	-0.13805	-0.4105	0.0212	-0.01545	0.09955	0.18205	0.0185	0.141385	0.2485
GS1_SS_00270_03274	0.588	0.643	0.3725	0.4645	-0.5005	-0.6475	-0.5035	-0.464	-0.08405	-0.11045	0.2745	0.3905	0.2715	0.1435
GS1_SS_00271_17715	-0.104	0.1605	0.4395	0.542	0.544	0.161	-0.3908	-0.6775	-0.8695	-0.651	-0.4135	-0.271	0.05565	0.3354
GS1_SS_00272_17699	0.0521	0.03535	-0.108	0.10605	-0.4865	-0.5745	-0.1035	-0.1335	0.2333	-0.0135	0.04875	0.28925	0.0935	0.0515
GS1_SS_00273_10095	0.0144	-0.2271	-0.2962	-0.0641	0.0435	0.0345	0.3685	0.3875	0.3695	0.075	-0.05665	0.1057	-0.1193	-0.04365
GS1_SS_00276_04878	0.336	0.5355	0.3905	-0.0585	-0.248	-0.45	-0.7325	-0.3985	-0.174	0.02646	0.1983	0.219175	0.2245	0.05855
GS1_SS_00277_09034	0.0787	-0.0289	-0.122	-0.14935	0.1013	0.3385	-0.0478	0.03663	-0.01055	0.1712	0.1523	-0.0553	-0.08144	-0.12065
GS1_SS_00279_20580	0.0571	0.0683	0.0821	0.0225	-0.16415	-0.19535	-0.0268	0.079	-0.033	0.0199	-0.0385	0.0395	0.05635	0.11
GS1_SS_00280_04396	0.139	0.19515	0.21525	-0.536	-0.4305	-0.3285	-0.526	-0.0945	-0.28405	0.146	0.17845	0.0467	0.13715	-0.24015
GS1_SS_00281_11022	-0.0747	-0.22805	-0.22615	-0.0037	-0.366	0.077	0.08475	0.262	0.283	0.15535	0.08365	0.0258	-0.017	0.0404
GS1_SS_00282_09270	-0.132	-0.006	0.019065	0.06375	-0.24475	-0.194	0.06765	-0.011	0.11425	-0.048865	0.036	0.0915	0.02349	0.07265
GS1_SS_00283_19610	-0.187	-1.0015	-0.924	-0.5695	-1.855	-0.06995	1.265	1.57	0.8725	0.2196	0.0331	-0.2065	-0.879	-1.375
GS1_SS_00284_02498	0.225	-0.0676	0.175	0.2043	0.13255	0.3525	0.15995	0.0614	0.2275	-0.0514	0.102565	-0.11445	-0.1036	-0.1145
GS1_SS_00287_15114	0.0576	0.0641	0.1985	0.11505	-0.401	-0.2795	-0.11695	-0.0786	-0.094	0.0179	0.0295	0.206	0.0631	0.09265
GS1_SS_00288_08605	0.433	0.3305	-0.2566	0.4805	-0.4595	-0.73	-0.065445	-0.1075	0.0565	-0.3042	-0.2738	0.2922	-0.084	0.53
GS1_SS_00289_20932	0.132	0.11895	0.169	-0.178	-0.004	0.1065	-0.352	-0.35435	0.1845	0.21435	0.673	-0.17055	0.2755	-0.126
GS1_SS_00292_13707	0.0523	0.2015	0.1195	0.015	-0.0141	-0.12755	-0.2295	-0.245	-0.149	-0.06525	-0.04075	-0.0129	-0.01132	-0.08105
GS1_SS_00293_13720	-0.819	-0.207	-0.6945	-1.56	0.6715	0.33	0.7005	0.983	-0.0555	0.4175	0.190025	-0.112	-0.9355	-1.385
GS1_SS_00296_18314	0.0383	0.08195	0.0205	0.4025	0.0861	0.031	0.11755	-0.272	0.1145	-0.2025	-0.035	0.128255	-0.009	0.088
GS1_SS_00297_12677	0.0434	0.3775	0.233	0.0926	-0.24	-0.154	-0.341	-0.34765	-0.1085	0.2745	0.3	0.02765	0.45445	0.01745
GS1_SS_00301_12572	-0.256	-0.0497	-0.2345	0.0125	0.3395	0.1455	0.2745	0.0129	0.0727	0.1075	-0.04475	-0.08445	-0.07665	-0.0865
GS1_SS_00302_19006	-0.112	-0.18295	-0.1825	0.00865	-0.1105	-0.14205	0.015	-0.11775	-0.0988	-0.11705	-0.15305	0.095	-0.0395	0.1368
GS1_SS_00304_06316	-0.0857	-0.227	-0.275	-0.178	0.7715	0.5505	0.02405	-0.0976	-0.3795	-0.0422	-0.3655	-0.3385	-0.10625	0.172
GS1_SS_00305_19541	-0.566	-0.387	-0.29005	-0.051	0.3745	0.5195	0.383	0.232	0.21435	0.11215	0.065	-0.0861	-0.0815	-0.386
GS1_SS_00306_10505	0.274	0.1366	-0.02075	-0.0981	0.19465	-0.0845	-0.0982	0.1802	-0.152	0.0235	-0.0785	0.10165	0.021	0.2165
GS1_SS_00307_19580	0.47	0.304	0.14775	0.13035	-0.0365	-0.5735	-0.629	-0.10845	-0.211	-0.069	0.1154	0.1331	0.19955	0.284
GS1_SS_00314_13853	0.571	0.895	0.5515	0.164	-0.0643	-0.5385	-1.73	-0.7865	-0.3826	0.07365	0.5225	0.0555	0.5251	0.059
GS1_SS_00315_06622	-0.432	-0.5035	-0.527	-0.4835	0.5275	0.7935	0.716	0.51	0.208	0.11275	-0.1246	-0.4003	-0.4295	-0.548
GS1_SS_00319_12530	-0.162	-0.155	0.621	-0.9575	-2.56	-1.825	-0.054	0.2641	-0.3539	1.06	0.9915	0.228	-0.0775	-0.5705
GS1_SS_00321_19396	-0.2	0.035	0.2927	0.07115	-0.259	-0.03917	-0.402	-0.25	-0.324	-0.0876	0.0591	-0.04145	0.0926	-0.11195
GS1_SS_00323_10701	0.222	0.6355	0.782	0.7305	-0.134	-0.8275	-1.495	-1.54	-1.1465	-0.7985	-0.4165	-0.0605	0.2305	0.5935
GS1_SS_00324_15487	0.13	0.0442	0.0458	0.18	-0.14665	-0.2995	-0.6175	-0.296	-0.18782	0.212	0.060885	-0.1417	0.0635	0.2895
GS1_SS_00325_21070	-0.132	-0.2402	-0.10025	-0.2109	-0.388	0.03	-0.033	0.0644	0.0717	0.21645	0.14585	-0.03695	0.0005	-0.14365
GS1_SS_00329_09488	-0.00694	0.042	0.0709	-0.1062	0.01615	0.08955	0.1027	0.1865	0.1995	0.272	0.2215	0.0984	0.044445	-0.1725
GS1_SS_00331_11604	0.236	-0.0005	0.3235	0.2635	0.044	-0.2117	0.00155	-0.01035	-0.009	0.13945	-0.0055	0.382	0.044	0.3325
GS1_SS_00332_04492	-0.0713	-0.334	-0.0602	-0.0904	-0.041085	0.617	0.5255	0.538	0.035	0.1025	-0.1335	-0.08325	-0.2085	0.08585
GS1_SS_00335_09755	0.352	0.277	-0.078	-0.588	-0.1701	0.32031	-0.7545	-0.229	-0.2505	0.363	0.336	-0.2865	0.1635	0.023
GS1_SS_00337_01267	-0.0336	-0.167	-0.29285	0.224	0.1048	0.3535	0.33	0.09485	0.30275	-0.0725	0.026455	-0.11995	-0.0936	0.06565
GS1_SS_00341_02364	0.139	0.402045	0.4495	-0.3805	0.2275	0.473	-0.4345	-0.05225	-0.2125	0.2065	0.3505	-0.124	0.09165	-0.236
GS1_SS_00343_11026	-0.356	-0.318	-0.1366	0.0074	-0.0819522	0.4715	0.3275	0.369	0.2135	0.10405	0.136	0.0536195	-0.05592	-0.1965
GS1_SS_00344_00804	0.0738	0.3695	0.5135	0.1152	0.014	-0.1541	-0.239	-0.2175	-0.278	0.0015	0.104722	0.1673	0.1155	0.059505
GS1_SS_00345_11894	0.728	-0.746	-0.512	-1.65	0.4195	1.32	-1.0875	0.19055	-0.982	-0.02	0.11	-1.0345	-0.271	-1.0105
GS1_SS_00346_03424	0.454	0.467	0.5415	0.00425	-0.2855	-0.784	-0.8425	-0.642	-0.4115	-0.15655	0.085285	0.076	0.281	0.0135
GS1_SS_00348_12354	-0.501	0.16	-0.4345	-0.0732	-0.4135	-0.0128	0.1106	-0.29785	0.1045	-0.252	-0.11585	0.1995	-0.1045	0.0838
GS1_SS_00350_11004	0.137	0.1516	0.2415	-0.0868	-0.2405	-0.295	-0.2195	-0.0111	0.0025	0.19795	0.0425	0.245	0.08415	0.1033
GS1_SS_00352_18730	-0.0767	-0.064	-0.01015	-0.006	-0.11145	-0.0847	0.08215	0.0294	0.17065	0.023445	-0.0795	0.1355	-0.01175	-0.0075
GS1_SS_00353_05249	0.00491	0.1493	0.1122	0.0285	0.4	0.3075	0.0145	-0.07795	-0.1165	-0.0538	-0.03	0.02715	0.099265	0.0111
GS1_SS_00357_07789	-0.0964	0.0284	0.1425	0.18	-0.00915	0.04355	-0.126	-0.13006	0.1389	0.0903	0.1895	0.1975	0.0466	-0.1079
GS1_SS_00361_13138	0.339	0.434	0.011	-0.2973	-0.3815	-0.4955	-0.384	-0.28775	-0.223	0.124	-0.0636	-0.031	0.0248	0.6545
GS1_SS_00362_04466	-0.149	0.1008	-0.37	0.0664	-0.0075	0.0066	0.03745	-0.053	0.2935	0.0966	0.022	0.0638	-0.024105	0.362
GS1_SS_00367_05955	-0.331	-0.16225	-0.002	-0.00485	-0.2757	0.0591	0.1379	-0.069795	0.2875	0.12135	0.1678	0.278	0.205	-0.127
GS1_SS_00368_18446	-0.266	-0.01	0.230395	-0.0661	-0.3815	-0.0167	-0.1613	-0.09335	-0.025	0.02858	0.16845	0.18	0.13685	-0.00845
GS1_SS_00369_13466	0.125	0.0215	0.01427	0.061	-0.26335	-0.3135	-0.0045	0.06708	-0.0395	-0.00515	-0.131	0.061	-0.03885	0.1186
GS1_SS_00371_00193	0.212	0.1833	0.26685	0.411	0.3455	-0.0108	-0.315	0.0135	0.402	-0.179	-0.1365	0.301	0.10535	-0.21075
GS1_SS_00374_07909	-0.278	-0.0719	0.159645	0.2445	-0.0883	-0.0763	0.04315	-0.05755	0.097555	-0.04765	-0.0469	0.0755	-0.024615	0.1515
GS1_SS_00379_16060	0.164	-0.07665	0.0015	-0.00565	0.0363	-0.013337	0.215	0.19445	-0.05595	-0.06425	-0.086	0.08505	0.10355	0.1846
