nodeName	altName	nodeAttr.nodesPresent...
GS1_SS_00871_17246	NA	lightyellow
GS1_SS_00886_16905	NA	green3
GS1_SS_00896_15976	NA	lightskyblue3
GS1_SS_00899_08808	NA	lightyellow
GS1_SS_00902_02110	NA	lightskyblue3
GS1_SS_00904_10764	NA	cornsilk2
GS1_SS_00907_15275	NA	darkseagreen4
GS1_SS_00911_21085	NA	darkolivegreen
GS1_SS_00917_10502	NA	lightyellow
GS1_SS_00940_09958	NA	darkseagreen4
GS1_SS_00942_07803	NA	lightyellow
GS1_SS_00953_17560	NA	slateblue
GS1_SS_00967_03647	NA	darkseagreen4
GS1_SS_00978_15392	NA	green3
GS1_SS_00983_10884	NA	green3
GS1_SS_00989_03547	NA	green3
GS1_SS_01002_21336	NA	lightyellow
GS1_SS_01008_18309	NA	lightyellow
GS1_SS_01011_06214	NA	darkseagreen4
GS1_SS_01014_11078	NA	lightyellow
GS1_SS_01021_13234	NA	lightyellow
GS1_SS_01022_02479	NA	lightyellow
GS1_SS_01027_08900	NA	lightskyblue3
GS1_SS_01031_01296	NA	darkseagreen4
GS1_SS_01038_02036	NA	lightskyblue3
GS1_SS_01039_09366	NA	lightyellow
GS1_SS_01044_04643	NA	lightyellow
GS1_SS_01046_15449	NA	darkseagreen4
GS1_SS_01052_10142	NA	green3
GS1_SS_01053_13528	NA	lightyellow
GS1_SS_01055_08653	NA	lightyellow
GS1_SS_01074_18377	NA	lightyellow
GS1_SS_01076_00366	NA	darkseagreen4
GS1_SS_01084_16996	NA	lightyellow
GS1_SS_01088_20702	NA	green3
GS1_SS_01090_11348	NA	lightyellow
GS1_SS_01091_17799	NA	lightyellow
GS1_SS_01098_15058	NA	lightyellow
GS1_SS_01103_00561	NA	lightyellow
GS1_SS_01118_09507	NA	blue1
GS1_SS_01119_16539	NA	darkseagreen4
GS1_SS_01124_05190	NA	honeydew
GS1_SS_01130_20489	NA	green3
GS1_SS_01148_08472	NA	darkseagreen4
GS1_SS_01157_11139	NA	lightyellow
GS1_SS_01168_10728	NA	blue1
GS1_SS_01171_02095	NA	lightyellow
GS1_SS_01177_11354	NA	lightyellow
GS1_SS_01179_04305	NA	green3
GS1_SS_01180_01185	NA	darkseagreen4
GS1_SS_01181_15550	NA	darkseagreen4
GS1_SS_01185_11160	NA	lightyellow
GS1_SS_01194_13584	NA	lightyellow
GS1_SS_01205_03182	NA	lightyellow
GS1_SS_01208_10428	NA	lightyellow
GS1_SS_01225_18541	NA	lightyellow
GS1_SS_01240_12907	NA	green3
GS1_SS_01244_04724	NA	lightyellow
GS1_SS_01251_07968	NA	lightskyblue3
GS1_SS_01266_20694	NA	lightyellow
GS1_SS_01277_01672	NA	darkseagreen4
GS1_SS_01282_07801	NA	blue1
GS1_SS_01284_12339	NA	lightyellow
GS1_SS_01287_15883	NA	lightyellow
GS1_SS_01288_04960	NA	lightyellow
GS1_SS_01296_18212	NA	lightyellow
GS1_SS_01298_19522	NA	lightyellow
GS1_SS_01302_11667	NA	lightyellow
GS1_SS_01304_15041	NA	darkseagreen4
GS1_SS_01319_03948	NA	antiquewhite4
GS1_SS_01320_21007	NA	darkseagreen4
GS1_SS_01325_09206	NA	lightyellow
GS1_SS_01334_14491	NA	lightyellow
GS1_SS_01337_12629	NA	darkseagreen4
GS1_SS_01340_08381	NA	darkseagreen4
GS1_SS_01341_14030	NA	lightyellow
GS1_SS_01342_10250	NA	blue1
GS1_SS_01350_20189	NA	lightyellow
GS1_SS_01358_03545	NA	green3
GS1_SS_01376_00735	NA	lightyellow
GS1_SS_01379_03627	NA	lightyellow
GS1_SS_01381_18087	NA	darkseagreen4
GS1_SS_01390_10375	NA	slateblue
GS1_SS_01396_16976	NA	lightskyblue3
GS1_SS_01421_04732	NA	darkolivegreen
GS1_SS_01437_10136	NA	green3
GS1_SS_01448_08558	NA	lightskyblue3
GS1_SS_01449_19451	NA	green3
GS1_SS_01450_18230	NA	darkseagreen4
GS1_SS_01455_12201	NA	darkolivegreen
GS1_SS_01461_10574	NA	lightyellow
GS1_SS_01464_21708	NA	chocolate1
GS1_SS_01480_04983	NA	lightyellow
GS1_SS_01497_01586	NA	lightyellow
GS1_SS_01499_12148	NA	lightyellow
GS1_SS_01501_02824	NA	lightyellow
GS1_SS_01513_09896	NA	lightyellow
GS1_SS_01519_15323	NA	lightskyblue3
GS1_SS_01520_02572	NA	lightyellow
GS1_SS_01525_07217	NA	lightyellow
GS1_SS_01533_09963	NA	lightskyblue3
GS1_SS_01535_06090	NA	darkseagreen4
GS1_SS_01537_08831	NA	lightyellow
GS1_SS_01538_14068	NA	lightyellow
GS1_SS_01549_09541	NA	darkseagreen4
GS1_SS_01551_17710	NA	blue1
GS1_SS_01555_10051	NA	lightyellow
GS1_SS_01563_09073	NA	lightyellow
GS1_SS_01574_09658	NA	green3
GS1_SS_01587_21894	NA	deepskyblue4
GS1_SS_01593_06724	NA	lightyellow
GS1_SS_01604_07882	NA	lightyellow
GS1_SS_01627_05730	NA	lightyellow
GS1_SS_01629_07084	NA	lightyellow
GS1_SS_01631_16293	NA	green3
GS1_SS_01633_15935	NA	darkseagreen4
GS1_SS_01650_15003	NA	lightyellow
GS1_SS_01656_12376	NA	green3
GS1_SS_01676_07341	NA	lightyellow
GS1_SS_01678_01660	NA	darkseagreen4
GS1_SS_01688_02165	NA	lightyellow
GS1_SS_01690_10145	NA	lightyellow
GS1_SS_01691_08510	NA	lightyellow
GS1_SS_01698_11467	NA	darkseagreen4
GS1_SS_01699_18482	NA	chocolate1
GS1_SS_01715_19359	NA	antiquewhite4
GS1_SS_01719_21583	NA	lightyellow
GS1_SS_01725_12785	NA	lightyellow
GS1_SS_01728_10955	NA	lightyellow
GS1_SS_01734_09020	NA	lightyellow
GS1_SS_01740_06101	NA	darkseagreen4
GS1_SS_01743_04397	NA	chocolate1
GS1_SS_01751_10166	NA	darkseagreen4
GS1_SS_01755_07035	NA	lightyellow
GS1_SS_01765_16005	NA	lightyellow
GS1_SS_01768_02735	NA	green3
GS1_SS_01792_02406	NA	lightyellow
GS1_SS_01796_14727	NA	lightyellow
GS1_SS_01805_11446	NA	lightyellow
GS1_SS_01807_08213	NA	darkolivegreen
GS1_SS_01808_13897	NA	darkseagreen4
GS1_SS_01811_20552	NA	green3
GS1_SS_01813_10587	NA	darkseagreen4
GS1_SS_01814_00696	NA	lightyellow
GS1_SS_01822_03703	NA	chocolate3
GS1_SS_01829_15967	NA	green3
GS1_SS_01853_06264	NA	green3
GS1_SS_01856_21219	NA	darkolivegreen
GS1_SS_01858_07474	NA	green3
GS1_SS_01867_08709	NA	lightyellow
GS1_SS_01874_08457	NA	lightyellow
GS1_SS_01881_06770	NA	lightyellow
GS1_SS_01883_08769	NA	deepskyblue4
GS1_SS_01885_02262	NA	darkseagreen4
GS1_SS_01889_16710	NA	darkseagreen4
GS1_SS_01909_11036	NA	lightyellow
GS1_SS_01914_13247	NA	lightyellow
GS1_SS_01917_10349	NA	darkseagreen4
GS1_SS_01925_01073	NA	darkseagreen4
GS1_SS_01927_14150	NA	lightyellow
GS1_SS_01932_15183	NA	lightyellow
GS1_SS_01941_08126	NA	lightskyblue3
GS1_SS_01943_17833	NA	lightyellow
GS1_SS_01951_05112	NA	lightskyblue3
GS1_SS_01952_10608	NA	chocolate3
GS1_SS_01968_12523	NA	green3
GS1_SS_01974_11102	NA	chocolate1
GS1_SS_01983_12769	NA	lightyellow
GS1_SS_01987_13511	NA	lightyellow
GS1_SS_01988_14366	NA	green3
GS1_SS_01990_03904	NA	darkseagreen4
GS1_SS_01996_09312	NA	darkseagreen4
GS1_SS_01998_09521	NA	lightyellow
GS1_SS_01999_02681	NA	lightyellow
GS1_SS_02006_19785	NA	chocolate1
GS1_SS_02008_10627	NA	darkseagreen4
GS1_SS_02018_16242	NA	lightyellow
GS1_SS_02028_20679	NA	antiquewhite4
GS1_SS_02034_17140	NA	blue1
GS1_SS_02048_07992	NA	lightyellow
GS1_SS_02058_10531	NA	lightyellow
GS1_SS_02065_19705	NA	lightyellow
GS1_SS_02073_08230	NA	lightyellow
GS1_SS_02074_05038	NA	lightyellow
GS1_SS_02087_14701	NA	aliceblue
GS1_SS_02103_17384	NA	darkseagreen4
GS1_SS_02105_12423	NA	darkseagreen4
GS1_SS_02111_02804	NA	darkseagreen4
GS1_SS_02114_12033	NA	cornflowerblue
GS1_SS_02122_15843	NA	darkseagreen4
GS1_SS_02129_08714	NA	darkseagreen4
GS1_SS_02144_18497	NA	chocolate1
GS1_SS_02160_13416	NA	lightyellow
GS1_SS_02178_04233	NA	green3
GS1_SS_02182_20470	NA	blue1
GS1_SS_02199_11461	NA	lightyellow
GS1_SS_02210_04980	NA	darkseagreen4
GS1_SS_02211_11007	NA	darkseagreen4
GS1_SS_02214_03490	NA	darkseagreen4
GS1_SS_02221_06676	NA	deepskyblue4
GS1_SS_02229_09101	NA	lightyellow
GS1_SS_02236_11315	NA	lightyellow
GS1_SS_02243_12732	NA	darkseagreen4
GS1_SS_02276_04483	NA	lightyellow
GS1_SS_02277_11916	NA	darkseagreen4
GS1_SS_02283_16101	NA	green3
GS1_SS_02289_18116	NA	lightyellow
GS1_SS_02299_09998	NA	lightyellow
GS1_SS_02309_01333	NA	lightyellow
GS1_SS_02311_06383	NA	lightyellow
GS1_SS_02315_09503	NA	lightyellow
GS1_SS_02317_08490	NA	lightyellow
GS1_SS_02324_12752	NA	darkolivegreen
GS1_SS_02333_00941	NA	lightyellow
GS1_SS_02338_02948	NA	darkseagreen4
GS1_SS_02343_19827	NA	lightyellow
GS1_SS_02361_16821	NA	darkseagreen4
GS1_SS_02362_04805	NA	lightyellow
GS1_SS_02366_19245	NA	lightyellow
GS1_SS_02369_18630	NA	lightyellow
GS1_SS_02370_19794	NA	lightskyblue3
GS1_SS_02372_11899	NA	darkseagreen4
GS1_SS_02379_16600	NA	lightyellow
GS1_SS_02388_08667	NA	green3
GS1_SS_02393_18805	NA	lightyellow
GS1_SS_02395_02574	NA	darkseagreen4
GS1_SS_02397_07742	NA	darkseagreen4
GS1_SS_02399_11235	NA	green3
GS1_SS_02400_12430	NA	darkseagreen4
GS1_SS_02401_06430	NA	lightyellow
GS1_SS_02418_07359	NA	darkseagreen4
GS1_SS_02422_11241	NA	lightyellow
GS1_SS_02425_12630	NA	darkseagreen4
GS1_SS_02430_18906	NA	lightyellow
GS1_SS_02432_08686	NA	darkseagreen4
GS1_SS_02433_07142	NA	darkseagreen4
GS1_SS_02434_18872	NA	lightyellow
GS1_SS_02440_16116	NA	darkseagreen4
GS1_SS_02441_05898	NA	lightyellow
GS1_SS_02447_18603	NA	lightyellow
GS1_SS_02461_01508	NA	lightyellow
GS1_SS_02465_16618	NA	lightyellow
GS1_SS_02473_16490	NA	darkseagreen4
GS1_SS_02475_11848	NA	blue1
GS1_SS_02481_16398	NA	lightyellow
GS1_SS_02484_19499	NA	lightyellow
GS1_SS_02491_04922	NA	lightyellow
GS1_SS_02492_13164	NA	lightyellow
GS1_SS_02493_13834	NA	blue1
GS1_SS_02495_03884	NA	darkseagreen4
GS1_SS_02502_10713	NA	lightyellow
GS1_SS_02504_09758	NA	darkseagreen4
GS1_SS_02514_09971	NA	lightyellow
GS1_SS_02521_13672	NA	lightyellow
GS1_SS_02525_04308	NA	blue1
GS1_SS_02533_10751	NA	darkseagreen4
GS1_SS_02549_10966	NA	lightyellow
GS1_SS_02557_04515	NA	lightyellow
GS1_SS_02565_17727	NA	green3
GS1_SS_02566_09090	NA	darkseagreen4
GS1_SS_02574_19584	NA	lightyellow
GS1_SS_02577_17142	NA	lightyellow
GS1_SS_02582_13495	NA	lightyellow
GS1_SS_02585_03655	NA	lightyellow
GS1_SS_02587_16830	NA	lightyellow
GS1_SS_02593_17345	NA	lightyellow
GS1_SS_02595_16779	NA	lightyellow
GS1_SS_02596_13965	NA	lightyellow
GS1_SS_02603_11084	NA	lightskyblue3
GS1_SS_02610_15910	NA	chocolate1
GS1_SS_02611_13623	NA	lightskyblue3
GS1_SS_02615_06763	NA	darkseagreen4
GS1_SS_02633_11012	NA	lightyellow
GS1_SS_02636_01701	NA	darkseagreen4
GS1_SS_02643_03857	NA	lightyellow
GS1_SS_02645_17741	NA	lightyellow
GS1_SS_02652_09311	NA	lightyellow
GS1_SS_02655_09001	NA	lightyellow
GS1_SS_02665_11196	NA	darkseagreen4
GS1_SS_02676_09587	NA	lightyellow
GS1_SS_02679_17336	NA	lightyellow
GS1_SS_02683_12155	NA	lightyellow
GS1_SS_02688_14054	NA	lightyellow
GS1_SS_02699_02548	NA	darkseagreen4
GS1_SS_02701_21270	NA	lightyellow
GS1_SS_02707_16463	NA	lightyellow
GS1_SS_02712_10108	NA	mediumpurple4
GS1_SS_02722_16456	NA	lightyellow
GS1_SS_02726_13880	NA	lightyellow
GS1_SS_02740_09849	NA	deepskyblue4
GS1_SS_02743_09838	NA	lightyellow
GS1_SS_02757_19685	NA	lightyellow
GS1_SS_02766_21097	NA	darkolivegreen
GS1_SS_02771_08052	NA	lightyellow
GS1_SS_02772_14664	NA	lightyellow
GS1_SS_02782_12889	NA	antiquewhite4
GS1_SS_02813_13639	NA	lightyellow
GS1_SS_02825_20172	NA	green3
GS1_SS_02837_14845	NA	lightyellow
GS1_SS_02840_06031	NA	chocolate1
GS1_SS_02842_13565	NA	lightyellow
GS1_SS_02848_09657	NA	lightyellow
GS1_SS_02853_08541	NA	darkolivegreen
GS1_SS_02855_06143	NA	lightyellow
GS1_SS_02861_05161	NA	darkseagreen4
GS1_SS_02865_19960	NA	lightyellow
GS1_SS_02866_10787	NA	green3
GS1_SS_02868_20178	NA	lightyellow
GS1_SS_02874_17733	NA	lightyellow
GS1_SS_02876_19320	NA	darkseagreen4
GS1_SS_02877_07356	NA	darkolivegreen
GS1_SS_02882_14423	NA	lightyellow
GS1_SS_02887_05528	NA	chocolate1
GS1_SS_02891_20917	NA	lightyellow
GS1_SS_02893_01729	NA	darkseagreen4
GS1_SS_02900_14337	NA	darkolivegreen
GS1_SS_02907_06795	NA	antiquewhite4
GS1_SS_02915_10406	NA	green3
GS1_SS_02924_03096	NA	lightyellow
GS1_SS_02930_19324	NA	lightyellow
GS1_SS_02944_07472	NA	darkseagreen4
GS1_SS_02950_00200	NA	darkseagreen4
GS1_SS_02959_16437	NA	blue1
GS1_SS_02965_21769	NA	green3
GS1_SS_02976_08564	NA	lightyellow
GS1_SS_02984_21414	NA	darkseagreen4
GS1_SS_02988_07535	NA	lightyellow
GS1_SS_02991_11214	NA	lightyellow
GS1_SS_03016_06477	NA	darkseagreen4
GS1_SS_03019_00127	NA	lightyellow
GS1_SS_03022_00956	NA	green3
GS1_SS_03025_20848	NA	lightskyblue3
GS1_SS_03051_10950	NA	darkseagreen4
GS1_SS_03058_05662	NA	lightyellow
GS1_SS_03061_09330	NA	darkseagreen4
GS1_SS_03066_20475	NA	lightyellow
GS1_SS_03068_07297	NA	antiquewhite4
GS1_SS_03078_13763	NA	darkseagreen4
GS1_SS_03083_02539	NA	lightyellow
GS1_SS_03090_15723	NA	lightyellow
GS1_SS_03092_08416	NA	cornflowerblue
GS1_SS_03109_09510	NA	darkseagreen4
GS1_SS_03115_11114	NA	lightyellow
GS1_SS_03118_03108	NA	darkseagreen4
GS1_SS_03120_11468	NA	lightyellow
GS1_SS_03126_09687	NA	lightyellow
GS1_SS_03133_00292	NA	lightyellow
GS1_SS_03145_03080	NA	green3
GS1_SS_03150_14358	NA	lightyellow
GS1_SS_03153_16833	NA	lightyellow
GS1_SS_03157_15713	NA	darkseagreen4
GS1_SS_03164_11963	NA	lightyellow
GS1_SS_03168_01783	NA	blue1
GS1_SS_03170_08424	NA	darkseagreen4
GS1_SS_03178_05437	NA	lightyellow
GS1_SS_03185_18026	NA	darkolivegreen
GS1_SS_03186_17681	NA	lightyellow
GS1_SS_03188_01697	NA	lightyellow
GS1_SS_03190_19788	NA	lightyellow
GS1_SS_03201_21192	NA	lightyellow
GS1_SS_03204_01802	NA	lightyellow
GS1_SS_03209_12288	NA	darkseagreen4
GS1_SS_03214_08723	NA	lightyellow
GS1_SS_03232_13171	NA	lightyellow
GS1_SS_03237_13895	NA	lightyellow
GS1_SS_03238_02452	NA	green3
GS1_SS_03239_12940	NA	lightyellow
GS1_SS_03250_07719	NA	darkseagreen4
GS1_SS_03254_04826	NA	green3
GS1_SS_03255_07840	NA	lightyellow
GS1_SS_03257_04078	NA	blue1
GS1_SS_03259_08864	NA	lightyellow
GS1_SS_03268_18427	NA	darkseagreen4
GS1_SS_03277_13977	NA	darkseagreen4
GS1_SS_03278_06650	NA	green3
GS1_SS_03296_12670	NA	lightyellow
GS1_SS_03315_05170	NA	darkseagreen4
GS1_SS_03338_15218	NA	lightyellow
GS1_SS_03370_09627	NA	lightyellow
GS1_SS_03386_13268	NA	lightyellow
GS1_SS_03396_09338	NA	green3
GS1_SS_03409_10078	NA	lightyellow
GS1_SS_03426_18775	NA	lightyellow
GS1_SS_03430_04742	NA	antiquewhite4
GS1_SS_03447_06968	NA	darkseagreen4
GS1_SS_03452_03906	NA	deepskyblue4
GS1_SS_03456_18421	NA	lightyellow
GS1_SS_03474_00920	NA	lightyellow
GS1_SS_03477_14089	NA	lightyellow
GS1_SS_03498_07604	NA	lightyellow
GS1_SS_03501_14132	NA	lightyellow
GS1_SS_03502_19089	NA	lightyellow
GS1_SS_03504_20356	NA	blue1
GS1_SS_03508_14244	NA	darkseagreen4
GS1_SS_03533_21118	NA	lightyellow
GS1_SS_03537_10110	NA	green3
GS1_SS_03558_17462	NA	green3
GS1_SS_03561_17400	NA	lightyellow
GS1_SS_03567_07008	NA	green3
GS1_SS_03573_11169	NA	green3
GS1_SS_03575_06174	NA	lightyellow
GS1_SS_03576_11508	NA	lightyellow
GS1_SS_03586_07058	NA	green3
GS1_SS_03590_10143	NA	lightyellow
GS1_SS_03593_11601	NA	antiquewhite4
GS1_SS_03602_10317	NA	lightyellow
GS1_SS_03606_02156	NA	chocolate1
GS1_SS_03612_17691	NA	lightyellow
GS1_SS_03614_12217	NA	green3
GS1_SS_03624_04006	NA	blue1
GS1_SS_03638_14593	NA	lightyellow
GS1_SS_03656_08735	NA	blue1
GS1_SS_03657_03565	NA	lightskyblue3
GS1_SS_03658_06772	NA	antiquewhite4
GS1_SS_03661_13282	NA	green3
GS1_SS_03668_13045	NA	green3
GS1_SS_03671_04299	NA	lightyellow
GS1_SS_03680_07163	NA	lightyellow
GS1_SS_03682_02989	NA	cornsilk2
GS1_SS_03687_06940	NA	lightyellow
GS1_SS_03691_08501	NA	lightyellow
GS1_SS_03699_12993	NA	chocolate1
GS1_SS_03701_11648	NA	lightyellow
GS1_SS_03707_09088	NA	blue1
GS1_SS_03708_01664	NA	lightyellow
GS1_SS_03709_16433	NA	green3
GS1_SS_03711_00236	NA	green3
GS1_SS_03716_02296	NA	lightyellow
GS1_SS_03729_10517	NA	green3
GS1_SS_03732_05034	NA	darkseagreen4
GS1_SS_03737_17191	NA	green3
GS1_SS_03751_07393	NA	lightyellow
GS1_SS_03754_13592	NA	lightslateblue
GS1_SS_03758_11583	NA	blanchedalmond
GS1_SS_03760_10041	NA	lightyellow
GS1_SS_03767_06820	NA	lightyellow
GS1_SS_03776_15328	NA	darkseagreen4
GS1_SS_03784_06814	NA	green3
GS1_SS_03787_10187	NA	lightyellow
GS1_SS_03794_19316	NA	darkolivegreen
GS1_SS_03801_16641	NA	lightyellow
GS1_SS_03804_14512	NA	blue1
GS1_SS_03817_12353	NA	darkseagreen4
GS1_SS_03819_11544	NA	lightyellow
GS1_SS_03823_16489	NA	darkseagreen4
GS1_SS_03824_13900	NA	green3
GS1_SS_03832_13719	NA	darkseagreen4
GS1_SS_03834_08811	NA	lightyellow
GS1_SS_03837_15912	NA	lightyellow
GS1_SS_03846_00196	NA	green3
GS1_SS_03854_20687	NA	darkseagreen4
GS1_SS_03856_13861	NA	darkseagreen4
GS1_SS_03860_02041	NA	green3
GS1_SS_03864_19176	NA	darkseagreen4
GS1_SS_03875_03575	NA	blue1
GS1_SS_03876_14537	NA	darkseagreen4
GS1_SS_03883_16834	NA	green3
GS1_SS_03887_01390	NA	green3
GS1_SS_03896_06498	NA	lightyellow
GS1_SS_03911_10652	NA	lightyellow
GS1_SS_03917_08579	NA	green3
GS1_SS_03918_01153	NA	lightyellow
GS1_SS_03919_12510	NA	lightyellow
GS1_SS_03938_08306	NA	lightyellow
GS1_SS_03940_03806	NA	green3
GS1_SS_03969_13236	NA	lightyellow
GS1_SS_03971_03763	NA	lightyellow
GS1_SS_03974_02428	NA	lightyellow
GS1_SS_03978_20766	NA	darkolivegreen
GS1_SS_03989_07254	NA	lightyellow
GS1_SS_03991_03581	NA	darkseagreen4
GS1_SS_03993_13892	NA	honeydew
GS1_SS_04001_12057	NA	lightyellow
GS1_SS_04005_08842	NA	antiquewhite4
GS1_SS_04010_20907	NA	lightyellow
GS1_SS_04029_10827	NA	lightyellow
GS1_SS_04033_09814	NA	darkseagreen4
GS1_SS_04042_08798	NA	darkseagreen4
GS1_SS_04043_15271	NA	lightskyblue3
GS1_SS_04047_05371	NA	darkseagreen4
GS1_SS_04056_09590	NA	green3
GS1_SS_04057_19683	NA	darkseagreen4
GS1_SS_04076_11771	NA	honeydew
GS1_SS_04079_03112	NA	lightyellow
GS1_SS_04084_11624	NA	darkseagreen4
